Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pentosyltransferase Activity (GO:0016763)	1/39	0.17448835947658503	0.4260762266288704	0	0	5.38903960933261	9.408709420253592	UMPS
Phosphoric Diester Hydrolase Activity (GO:0008081)	1/44	0.19455686695237187	0.4642834324999783	0	0	4.761208343322944	7.794244625059676	TDP2
Manganese Ion Binding (GO:0030145)	1/48	0.21026334584786519	0.48484666880816996	0	0	4.355121737223075	6.791352910221466	TDP2
Pyrophosphatase Activity (GO:0016462)	1/49	0.21414235950352403	0.48484666880816996	0	0	4.264175257731959	6.571581270407724	ALPL
Cytokine Activity (GO:0005125)	2/178	0.21702660413318087	0.48484666880816996	0	0	2.3349905303030303	3.5672475359815494	KITLG;BMP6
tRNA Binding (GO:0000049)	1/51	0.22184389935996673	0.48528352984992723	0	0	4.09319587628866	6.163457809701746	SLFN11
Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453)	1/54	0.23325634531533673	0.4998350256757216	0	0	3.8609219996109707	5.6200246083287	CYB561D2
Calcium Ion Binding (GO:0005509)	3/346	0.24063943964069714	0.505342823245464	0	0	1.80073653521559	2.5650691820074876	SELL;ALPL;CD320
Nuclease Activity (GO:0004518)	1/58	0.2482156091537258	0.5093257513962653	0	0	3.589256646771568	5.001476661240363	N4BP1
Metal Ion Binding (GO:0046872)	4/521	0.2522375149771981	0.5093257513962653	0	0	1.595538911066299	2.1976699519448184	SELL;TDP2;ALPL;CD320
RNA Nuclease Activity (GO:0004540)	1/70	0.29138177245821756	0.5695768844809459	0	0	2.963245181532945	3.6540396801360706	N4BP1
Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	1/73	0.301784233455671	0.5695768844809459	0	0	2.839347079037801	3.4016598236456796	AMER1
Hormone Activity (GO:0005179)	1/74	0.30521801866584986	0.5695768844809459	0	0	2.8003106905804267	3.3232097443236976	APLN
Cytokine Receptor Activity (GO:0004896)	1/76	0.31203552248465555	0.5695768844809459	0	0	2.725360824742268	3.1740594439298153	CD44
Phospholipase Activity (GO:0004620)	1/77	0.3154194017875858	0.5695768844809459	0	0	2.689365165491047	3.103129620962854	PNPLA7
Phosphotransferase Activity, Alcohol Group As Acceptor (GO:0016773)	1/77	0.3154194017875858	0.5695768844809459	0	0	2.689365165491047	3.103129620962854	PKLR
Amyloid-Beta Binding (GO:0001540)	1/79	0.3221378140557969	0.5695768844809459	0	0	2.620142743854084	2.9680343741099	LILRB2
Ubiquitin Binding (GO:0043130)	1/80	0.32547250541768336	0.5695768844809459	0	0	2.5868458828135195	2.903675755319197	N4BP1
Growth Factor Activity (GO:0008083)	1/85	0.3419039487323971	0.5885231904410114	0	0	2.4322533136966125	2.6103561158195174	GDNF
Phosphatidylinositol Bisphosphate Binding (GO:1902936)	1/93	0.3673739327584958	0.6050900377593165	0	0	2.21985656656208	2.2229090009650587	AMER1
mRNA 3'-UTR Binding (GO:0003730)	1/93	0.3673739327584958	0.6050900377593165	0	0	2.21985656656208	2.2229090009650587	DAZL
Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0016616)	1/95	0.37358744483863165	0.6050900377593165	0	0	2.17240622943628	2.1389580797658323	DHRS9
Single-Stranded DNA Binding (GO:0003697)	1/96	0.37667151024895884	0.6050900377593165	0	0	2.1494302767227347	2.098664596023561	TDP2
Histone Deacetylase Binding (GO:0042826)	1/99	0.3858338168827518	0.6050900377593165	0	0	2.083315800547023	1.9840427369076143	BCL3
Cytokine Receptor Binding (GO:0005126)	1/100	0.38885819639751296	0.6050900377593165	0	0	2.062168072477351	1.947801335478516	KITLG
Metalloendopeptidase Activity (GO:0004222)	1/101	0.3918678339774621	0.6050900377593165	0	0	2.0414432989690723	1.9124866614141072	ADAMTS2
Protein Homodimerization Activity (GO:0042803)	4/662	0.4082308630642085	0.6212208785759695	0	0	1.2445191748043718	1.1149926355088842	ACHE;GDNF;C16ORF89;LILRB2
Protein Phosphatase Binding (GO:0019903)	1/115	0.4324940708387973	0.648741106258196	0	0	1.7894736842105263	1.4999129736532708	LILRB2
Ubiquitin Protein Ligase Activity (GO:0061630)	2/311	0.4519213234013618	0.6509893026965862	0	0	1.320995145631068	1.049196666003787	ZNRF1;TRIM55
Metallopeptidase Activity (GO:0008237)	1/124	0.45718008356206974	0.6509893026965862	0	0	1.657782247925572	1.2975095446652958	ADAMTS2
Protease Binding (GO:0002020)	1/125	0.45985648924148137	0.6509893026965862	0	0	1.6443298969072164	1.2773825823144926	SELL
Serine-Type Endopeptidase Activity (GO:0004252)	1/125	0.45985648924148137	0.6509893026965862	0	0	1.6443298969072164	1.2773825823144926	TMPRSS2
Ubiquitin-Like Protein Ligase Activity (GO:0061659)	2/319	0.4649923590689901	0.6509893026965862	0	0	1.2871319663512093	0.9856011025203321	ZNRF1;TRIM55
Endopeptidase Activity (GO:0004175)	2/335	0.4905838958472016	0.6777803824204759	0	0	1.2242867867867868	0.871886820882553	ADAMTS2;TMPRSS2
Serine-Type Peptidase Activity (GO:0008236)	1/142	0.5034074423524445	0.6864646941169698	0	0	1.4448343935073482	0.9916699057420328	TMPRSS2
Magnesium Ion Binding (GO:0000287)	1/155	0.5343490934947801	0.7193160873968194	0	0	1.3219975900388272	0.8285037165324352	TDP2
Ubiquitin-Protein Transferase Activity (GO:0004842)	2/412	0.6025647910112818	0.7986384882092236	0	0	0.9904471544715447	0.5017209922322903	ZNRF1;TRIM55
Protein Heterodimerization Activity (GO:0046982)	1/190	0.6084864672070275	0.7986384882092236	0	0	1.0752740958926525	0.5341753173993521	BMP6
GTPase Activator Activity (GO:0005096)	1/211	0.6472276433105314	0.8381923124743882	0	0	0.9667157584683358	0.42057665299800306	RAP1GAP2
Transition Metal Ion Binding (GO:0046914)	2/456	0.6578576294177545	0.8381923124743882	0	0	0.8924375917767988	0.37372318072436395	TDP2;MT1G
Kinase Binding (GO:0019900)	2/460	0.6625710660511831	0.8381923124743882	0	0	0.8844614264919942	0.364068608122996	SP100;SPDYC
Microtubule Binding (GO:0008017)	1/239	0.6930389065507773	0.8579873654014019	0	0	0.8517716364896474	0.3123183727119117	STARD9
Ubiquitin-Like Protein Transferase Activity (GO:0019787)	1/240	0.6945612005630396	0.8579873654014019	0	0	0.8481646033731614	0.3091347928892523	ZNRF1
G Protein-Coupled Receptor Activity (GO:0004930)	1/250	0.7093790691443181	0.8661023518622488	0	0	0.8136877406533349	0.2793920880552076	ADGRB2
GTPase Activity (GO:0003924)	1/265	0.7302817285356564	0.8709334347767463	0	0	0.7668697282099344	0.2410462428032093	NLRP10
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	1/270	0.7369130081359324	0.8709334347767463	0	0	0.7524240217682904	0.2297040901649857	NLRP10
Ubiquitin Protein Ligase Binding (GO:0031625)	1/271	0.7382197685250517	0.8709334347767463	0	0	0.7495990836197022	0.22751359841933955	HSPA7
DNA-binding Transcription Factor Binding (GO:0140297)	1/282	0.7521768964889924	0.8775397125704912	0	0	0.7198517811938218	0.20500208825488986	BCL3
Ubiquitin-Like Protein Ligase Binding (GO:0044389)	1/289	0.7606725251035992	0.8776990674272297	0	0	0.7021048109965635	0.19206241084487646	HSPA7
DNA Binding (GO:0003677)	3/846	0.7894223560953793	0.898761180126584	0	0	0.7139539239557969	0.16881711533876775	EHF;TDP2;SPDEF
Tubulin Binding (GO:0015631)	1/322	0.7969971719163798	0.898761180126584	0	0	0.6288659793814433	0.14269229964089022	STARD9
Zinc Ion Binding (GO:0008270)	1/341	0.815376737719368	0.898761180126584	0	0	0.5931473620375985	0.12106435281419681	MT1G
Protein Serine/Threonine Kinase Activity (GO:0004674)	1/342	0.8162970755958343	0.898761180126584	0	0	0.5913776944704779	0.12003602714526079	RPS6KA3
DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)	1/348	0.8217245075443054	0.898761180126584	0	0	0.5809738851421611	0.11407427409720935	EHF
GTPase Regulator Activity (GO:0030695)	1/424	0.8781655441836892	0.9505915684462615	0	0	0.4747386122687724	0.06167811466654027	RAP1GAP2
Protein Kinase Binding (GO:0019901)	1/511	0.9213442874484141	0.9776243838191411	0	0	0.39199514857489387	0.032112827983699584	SPDYC
RNA Binding (GO:0003723)	4/1411	0.9217601333151902	0.9776243838191411	0	0	0.5593612484689017	0.04557129983960567	DAZL;SLFN11;TDRD7;N4BP1
Double-Stranded DNA Binding (GO:0003690)	1/650	0.9610652594752176	0.9850704874981444	0	0	0.3058313344876336	0.01214546890956701	SPDEF
Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	1/715	0.972024592221838	0.9850704874981444	0	0	0.2770510265962055	0.007861094091484425	SPDEF
Sequence-Specific DNA Binding (GO:0043565)	1/717	0.9723081773113891	0.9850704874981444	0	0	0.2762483441801532	0.007757735817506831	SPDEF
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	2/1098	0.9737971239793658	0.9850704874981444	0	0	0.3574741484184915	0.009491756769289596	ZNF165;EHF
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)	2/1122	0.9764158364832448	0.9850704874981444	0	0	0.34936755952380955	0.008338258187389902	ZNF165;EHF
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)	2/1225	0.9850704874981444	0.9850704874981444	0	0	0.3181895611883347	0.004786232662287651	ZNF165;EHF
